A,B,C
86,0.8371350477674663,88
57,0.34783986722663296,78
48,0.731211463607121,14
54,0.42286342188477444,85
35,0.43458219270126586,63
33,0.02354220868253376,92
71,0.44210975408350583,61
96,0.25342870508556736,69
90,0.5258982469343885,71
47,0.42588070045949433,50
19,0.12145503736288665,90
30,0.8039044327566334,36
66,0.2800958475406843,19
48,0.40929725501701375,48
64,0.32055050338778335,85
63,0.18717271439590533,99
3,0.29080554067776054,48
21,0.12346086381915677,87
77,0.36183965759300507,79
54,0.9146944839843989,12
25,0.9290265491506482,90
58,0.827763168809914,96
20,0.5675357547661027,25
2,0.5406714856577026,29
39,0.9968698232889759,97
15,0.8611841425615467,65
25,0.9224627651556617,60
99,0.6728454336708227,71
41,0.5994928994744073,27
84,0.40705433811100966,54
15,0.6924576444431969,62
52,0.22579708390465758,36
38,0.8136785674968966,75
91,0.1872033071698681,87
42,0.2724753476890829,47
3,0.4189014725995196,57
35,0.7433289216130442,14
91,0.8981970364035241,82
38,0.35060368664537156,20
13,0.039546983256697366,53
89,0.28957936534922546,61
64,0.8054745926567662,48
38,0.6063372666042571,33
2,0.06211039451429201,49
35,0.19422007360625004,63
91,0.9138330646041148,50
98,0.7212624120966548,36
53,0.9789970685688184,59
87,0.9645858862826061,31
89,0.5860515465598239,99
79,0.22615600216260845,87
47,0.4885255329663366,53
34,0.17885815353109946,39
78,0.9871913309890339,85
68,0.40189037526436144,59
24,0.8275877577080223,59
92,0.4691697809831863,43
93,0.909803273263746,1
49,0.38295131513756064,42
41,0.38906306723447637,68
11,0.3256437727459447,63
88,0.5325566509104215,10
46,0.8219992718308825,69
36,0.44760967524274,75
73,0.017192848409383177,29
7,0.27048342402212233,12
47,0.9219709113233199,6
92,0.5255206644074937,80
44,0.6863821117656682,13
89,0.905403185625791,26
84,0.8360087853582667,49
19,0.497962642790001,35
52,0.05547995108139747,61
70,0.639347178150819,64
21,0.37374571565355985,48
25,0.15745609017210627,3
89,0.45900320276465334,1
16,0.33011951133812767,24
24,0.5859528515478644,89
41,0.2312297453918749,20
5,0.551447470983834,87
2,0.015199789215694204,29
26,0.17107756131999807,97
14,0.03701548696954937,72
5,0.9402545295686531,6
44,0.8099230547398579,37
19,0.4400608789882233,8
93,0.643982045404332,22
31,0.9005677291782337,3
39,0.2561331555417482,37
47,0.7881725590711017,16
7,0.2077244208273804,98
60,0.5983627314453461,91
84,0.5908380625951155,7
43,0.6789912332069066,71
34,0.7984492573280888,71
90,0.3310562532975788,46
24,0.48405596917755056,8
61,0.47856299268028435,14
74,0.7466064091927153,70
3,0.5264761224529043,28
55,0.39210072246581795,48
20,0.24619508672749257,75
4,0.5341448278449301,76
43,0.5252675987348312,38
42,0.8874136379483152,12
93,0.9695543298241653,53
6,0.23487727121652824,23
42,0.9825623965540756,71
44,0.12771374657799195,54
37,0.6472388060602658,27
88,0.31395759138308055,96
55,0.29763124397648766,39
48,0.06450331517022223,57
3,0.10858363922744296,71
58,0.1861079480244452,76
41,0.21444118499717324,27
14,0.09548240382345508,72
64,0.685800497111831,73
34,0.5774849663066933,51
16,0.14413911700454052,42
43,0.6848699350932178,78
93,0.833304931698109,39
28,0.3010376314458213,89
21,0.25476090676769847,21
21,0.10975772637929404,20
37,0.08819001781951319,70
74,0.6545261034701519,74
32,0.8075807525465467,39
48,0.44107731345146184,31
38,0.8112904935119154,73
50,0.19584716890762532,23
1,0.769149960414564,1
17,0.6351470102972634,99
90,0.39206931784510124,76
53,0.8729956346765768,52
54,0.539676396144527,22
16,0.16514549568876746,5
85,0.7214250482033919,75
88,0.17649783104841554,40
83,0.029521185324369204,48
4,0.7306786085762098,86
65,0.4252511180357085,90
87,0.33777221049230977,45
63,0.9055647619339724,45
41,0.5922686557342904,45
65,0.5212338963118958,4
94,0.5823380657038123,8
81,0.36988398893097585,55
81,0.021420249706258998,86
68,0.7499028390323088,9
63,0.7897098334502914,49
90,0.05066131965460563,94
91,0.5468922107855022,31
47,0.5700733003410682,97
19,0.40876142891970724,46
5,0.7591984314849866,96
92,0.15682906051501633,66
13,0.06733971687706786,29
16,0.046367492709362024,99
12,0.4749763741882135,43
76,0.4649432682908088,91
21,0.6736790126819211,90
2,0.8162598618389854,76
90,0.5120510665662076,40
83,0.7341075445991984,46
18,0.021459813976417497,88
9,0.15842039114775197,64
14,0.34648665776440635,24
54,0.13835569603511966,42
66,0.9620307138106056,46
65,0.3915926064044528,13
98,0.490303115707712,66
29,0.4446239627482911,87
18,0.6445551562833536,45
83,0.8615213996879306,80
40,0.8918781017807542,67
40,0.6207760500175941,99
21,0.9636807017140303,94
3,0.2747465946943687,43
16,0.31808560745660786,57
38,0.7196760531902511,88
53,0.3166529413085173,99
78,0.7088882241349209,64
38,0.7967996432588657,28
7,0.6949471857868177,54
23,0.8135528287634957,64
65,0.5690589316387636,77
23,0.08962401455412827,64
96,0.6321776064139984,29
49,0.20701555112853653,23
17,0.9031189667207914,77
9,0.18742335522799747,21
22,0.5324038907739017,95
40,0.30420891125993443,89
62,0.26227584788292035,60
74,0.48689924726392886,7
38,0.89509158133534,38
59,0.20494346139174202,96
84,0.12106056256316744,69
20,0.08737210227522263,96
78,0.9330872478165266,48
81,0.32860225016692024,25
96,0.3831205127847187,76
68,0.06026536665738136,22
37,0.8669330829233702,48
83,0.6730297389383274,42
77,0.3204776720006801,96
23,0.47783779823884287,7
41,0.011361801417308692,44
34,0.9869576447759526,78
96,0.9465136739074498,88
52,0.42535040309799055,67
20,0.5021283288347989,53
32,0.45117600661473234,97
55,0.6350393022458906,1
42,0.8535478819185618,84
85,0.07548982597815912,4
70,0.8867296470367694,63
2,0.3644601541490968,64
60,0.6847463617404098,14
59,0.5475866937033637,35
94,0.8208260298689823,99
91,0.879703156749668,26
83,0.017094985937761265,55
1,0.3195274611133426,88
56,0.45809606986589857,66
30,0.004634392262343967,92
51,0.9006224739452953,69
50,0.29052841690567643,39
60,0.642208235208,88
99,0.7033109337541376,24
76,0.5823876072510443,79
4,0.3659516099650507,85
8,0.3421871043000707,2
44,0.6060822015079946,32
4,0.5116747772242671,9
36,0.007034282456009122,56
96,0.9968973462465855,14
97,0.8274532411150255,60
57,0.013407371481619856,42
12,0.5750290650250831,94
16,0.8930001912315896,10
79,0.9526475233399728,59
28,0.09403417168341766,87
4,0.5560574524812779,9
65,0.7487576035452868,88
99,0.7154675253152075,37
81,0.2943232858510305,60
68,0.09886336207651303,90
87,0.6523032276787829,36
35,0.748992887498338,56
45,0.700304350934303,64
58,0.989170564920632,76
12,0.4822121351306887,78
33,0.9627838838636361,29
91,0.7643902883127509,37
56,0.9807339120957327,39
68,0.3527008746989123,53
66,0.3951155943775009,65
85,0.2256935536359731,36
85,0.2426529396690239,86
25,0.7835775361470699,57
4,0.23056610775603592,64
76,0.6735130922786777,24
5,0.06981455295469807,71
76,0.08741021443945729,49
21,0.7185718075771851,65
50,0.06779270640596657,30
56,0.20671826502719481,64
53,0.40083160494817816,25
63,0.9392503714473059,97
98,0.494813753929084,65
42,0.5244772911775638,12
71,0.20221163565978062,74
38,0.5579552426112558,25
43,0.03208534604252944,73
20,0.9280321298235582,35
38,0.9674185934552474,30
22,0.7839579170397487,65
76,0.5505715868584294,13
88,0.523233071884557,94
34,0.337851959880738,5
98,0.19766830881796849,96
82,0.4491457670546334,38
19,0.10440595774830463,79
24,0.5011479095878344,48
18,0.8878076992430662,23
75,0.5696010267840557,99
37,0.8315012185172389,16
17,0.9790237772043523,12
46,0.0377887246898122,29
43,0.3172951287237341,37
79,0.3549501123450486,65
88,0.18747893271762783,32
8,0.027827649361646833,36
66,0.5582029921633286,91
90,0.8395280285324705,20
39,0.493294356442906,33
88,0.02311847957547941,42
53,0.8084695599229069,50
49,0.12429766413678633,92
74,0.26221593041772273,25
43,0.4536714305667766,20
99,0.894417856610655,83
41,0.9055447121804998,64
8,0.31698213816787635,27
66,0.6551986478094043,92
92,0.917125593178085,1
61,0.43182348939913884,34
95,0.6399499549077903,46
14,0.020202847911953814,92
29,0.6680128822788496,57
80,0.9406069089504059,52
55,0.6404816706101353,66
9,0.4844939768712472,21
74,0.8682834063943351,48
44,0.6454253856956363,35
17,0.5052407244996973,69
2,0.34499049151437,33
88,0.692306513675239,2
19,0.31283503653704725,47
60,0.180476502832721,90
73,0.21941501719207313,25
64,0.0681625667138478,60
79,0.006423363069126498,34
60,0.7399604048380519,28
36,0.8891468591934855,77
85,0.9578585872757981,38
45,0.5681451211562202,60
92,0.06991218577966685,87
93,0.5140018335617844,72
39,0.07564503850992843,93
79,0.7482877004689343,26
57,0.025651841176020707,40
13,0.9557286836252967,87
67,0.8514752854958706,25
21,0.2707427386054789,78
58,0.6716961100595974,60
35,0.8542731681382597,44
4,0.062451195522171155,57
90,0.3262626667373151,42
43,0.3447397774506511,16
81,0.8100245725806778,65
71,0.6489323748152042,9
78,0.8522472628743297,36
49,0.5620027739208517,61
86,0.8380394786388462,2
3,0.8099046210081904,32
94,0.6009481549176774,81
52,0.8315635923089572,12
45,0.8298035660934558,16
4,0.3177166847683298,86
5,0.07542775441736782,3
3,0.3209013273097093,63
46,0.41247648802860504,32
85,0.08191371787722501,55
10,0.14897635276263865,67
7,0.7933877778810562,4
94,0.32682672189560913,13
68,0.7307875047266109,85
48,0.4746354753044959,25
88,0.26191708087132703,78
94,0.5119857338821263,21
48,0.2829841107850336,33
63,0.6129623222061561,26
82,0.1770800916690638,27
29,0.7767853856753987,49
48,0.7058363969090641,58
18,0.030724099055586263,86
72,0.5759927855484696,89
38,0.6952488430434148,47
40,0.6921130441875186,99
67,0.020185431894423678,32
81,0.40749895624660004,26
88,0.49992447592391465,99
21,0.7425388149681837,88
10,0.27980151392542385,98
93,0.18898401148053834,40
20,0.5134241442745547,44
